"date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
2021-05-21,0.578386264061689,0.0760345900298804,1.09550230095412,-0.0743781147074193,-0.356800132305345,-0.00238797346826769,"w      ","",""
2021-05-22,0.163635449247568,0.0152826103583999,0.577535507381262,-0.0828276490542527,-0.402327968545762,-0.00308181647576179,"w      ","",""
2021-05-23,0.0833332230238686,0.00568411789684074,0.342383606197733,-0.093695981428147,-0.448604321952706,-0.0054063849726692,"w      ","",""
2021-05-24,0.0970529602219168,0.000492807214123913,0.388124871440281,-0.0875835938857411,-0.447360286640896,-0.00473548498605416,"w      ","",""
2021-05-25,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-06-01,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-06-02,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-06-03,3.37949338252255,2.27298229296896,4.44009288532742,-0.424274836021647,-1.25128781453615,-0.00868790302360083,"w      ","",""
2021-06-04,3.18272107576075,2.51333643242478,4.02837835549071,-0.448328827610011,-1.06920956447698,-0.0407718244951731,"w      ","",""
2021-06-05,3.22578073494506,2.6636799047619,3.88125734678961,-0.134626924525627,-0.517841982180957,-0.00578998008981418,"w      ","",""
2021-06-06,3.59105230202099,2.45583465077449,4.56058850772328,-0.107226304677053,-0.498700747687581,-0.000667687190180387,"w      ","",""
2021-06-07,3.64740875911674,2.81919806337374,4.50326276495363,-0.300597932901992,-0.866560410153671,-0.0149145861642438,"w      ","",""
2021-06-08,3.48474769981935,2.77160840185549,4.23113578205691,-0.155518758811188,-0.608226362573546,-0.00844396931856683,"w      ","",""
2021-06-09,7.09271970033128,6.23529948758955,7.98526620212145,-1.09752911930799,-1.90968711397532,-0.315509349569004,"w      ","",""
2021-06-10,6.16397197516718,5.32484252188351,7.03208746886091,-0.424486555810861,-1.15068590968671,-0.0281422103501552,"w      ","",""
2021-06-11,3.70511809515588,3.07782626743935,4.27261364748909,-0.0962286754779402,-0.41571384458938,-0.00256716789011158,"w      ","",""
2021-06-12,2.59041015489337,1.90051975683545,3.24868591761406,-0.115314700442316,-0.533938458721938,-0.0038362901388157,"w      ","",""
2021-06-13,4.39130312374739,3.81282301693384,4.98715533763214,-0.122399854338727,-0.548220682641639,-0.00815777424910372,"w      ","",""
2021-06-14,4.91891698348023,3.95891205439997,5.74441663000333,-0.166723285562041,-0.665858108514158,-0.00440847142386561,"w      ","",""
2021-06-15,NA,NA,NA,NA,NA,NA,"w     E","",""
2021-06-16,4.29789201141949,3.82658403321494,4.80803174793821,-0.439576952263803,-1.04683893221289,-0.0371145949095179,"w      ","",""
2021-06-17,2.46937767468281,1.89109747998427,2.95595259296073,-1.01135414849324,-1.63956782427236,-0.329462758775862,"w      ","",""
2021-06-18,3.68734594953946,2.80636330389212,4.38162902563503,-0.413723358651036,-1.13166660876547,-0.026504209737413,"w      ","",""
2021-06-19,2.4514008725327,2.06312477266322,2.88828337044686,-2.64759293955688,-3.27315247989447,-2.04082289716139,"w      ","",""
2021-06-20,NA,NA,NA,NA,NA,NA,"w     E","",""
